pmid,title,abstract,journal,year,mesh_terms,url
32763761,Effect of ginger (Zingiber officinale) on inflammatory markers: A systematic review and meta-analysis of randomized controlled trials.,"The aim of this systematic review and meta-analysis was to investigate the efficacy of ginger supplementation on circulating levels of C-reactive protein (CRP), high sensitivity C-reactive protein (hs-CRP), tumor necrosis factor-alpha (TNF-alpha), soluble intercellular adhesion molecule (sICAM), and interleukin-6 (IL-6) concentrations in randomized controlled trials (RCTs). The search included PubMed-Medline, EMBASE, Scopus, Web of Science and Cochrane Library databases to identify randomized clinical trials on the effect of ginger supplementation on circulation levels of CRP, hs-CRP, IL-6, sICAM, and TNF-alpha published up until February 1st, 2020. We did not restrict articles based on language of publication. Standard mean differences and 95% confidence intervals were calculated for net changes in inflammatory mediators using a random-effects model. Sixteen RCTs comprising 1010 participants were found to be eligible for this meta-analysis. There was a significant reduction of circulating CRP (SMD: -5.11, 95% CI: -7.91, -2.30, I(2) = 98.1%), hs-CRP (SMD: -0.88, 95% CI: -1.63, -0.12, I(2) = 90.8%) and TNF-alpha levels (SMD: -0.85, 95% CI: -1.48, -0.21, I(2) = 89.4%) following ginger supplementation. However, meta-analysis results did not show any significant impact of ginger supplementation on IL-6 (SMD: -0.45, 95% CI: -1.29, 0.38, I(2) = 89.2%), and sICAM levels (SMD: -0.05, 95% CI: -0.36, 0.26, I(2) = 00.0%). This systematic review and meta-analysis of RCTs demonstrates a significant impact of ginger in lowering circulating CRP, hs-CRP and TNF-alpha levels. Large-scale RCTs are still needed to draw concrete conclusions about the effect of ginger on other inflammatory mediators.",Cytokine,2020,Animals; Biomarkers/*metabolism; C-Reactive Protein/metabolism; Dietary Supplements; Zingiber officinale/*chemistry; Humans; Inflammation/*metabolism; Inflammation Mediators/metabolism; Interleukin-6/metabolism; Plant Preparations/*pharmacology; Randomized Controlled Trials as Topic; Tumor Necrosis Factor-alpha/metabolism,https://pubmed.ncbi.nlm.nih.gov/32763761/
26268080,EFFECT OF EICOSAPENTAENOIC ACID AND DOCOSAHEXAENOIC ACID SUPPLEMENTATIONS TO CONTROL COGNITIVE DECLINE IN DEMENTIA AND ALZHEIMER'S DISEASE: A SYSTEMATIC REVIEW.,"INTRODUCTION: there is a lack of consensus on the benefits of eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) supplementations on cognition in dementia and/or Alzheimer's disease (AD) elderly. OBJECTIVE: this study presents a systematic review of the results of randomized clinical trials about this topic. The adopted search criteria were randomized clinical trials involving elderly over 65 years of age with no limit to the year of publication of the study. RESULTS: we identified 139 articles, and from the eligible ones a reverse search was conducted. The quality of the trials was assessed using the Jadad scale. Of the four selected studies, three were related to mild to moderate AD elderly, of both genders. Mini Mental State Examination, Alzheimer's Disease Assessment Scale Cognitive, and Clinical Dementia Rate were the main tests used to assess cognitive performance. CONCLUSION: EPA and/or DHA supplementations did not affect scores obtained on the cognitive tests. However, supplementation with EPA and/or DHA improved verbal fluency and attention in patients who had only very mild dementia or AD or presented APOEepsilon4 negative genotype. In case of advanced AD elderly patients, EPA and/or DHA supplementations did not reduce cognitive decline rates.",Nutricion hospitalaria,2015,Alzheimer Disease/diagnosis/*drug therapy/*psychology; Cognitive Dysfunction/*drug therapy; Dementia/diagnosis/*drug therapy/*psychology; *Dietary Supplements; Docosahexaenoic Acids/*administration & dosage; Eicosapentaenoic Acid/*administration & dosage; Humans; Randomized Controlled Trials as Topic; Treatment Outcome,https://pubmed.ncbi.nlm.nih.gov/26268080/
25138371,Resveratrol treatment as an adjunct to pharmacological management in type 2 diabetes mellitus--systematic review and meta-analysis.,"The red wine polyphenol, resveratrol, is highly effective in treating type 2 diabetes mellitus (T2DM) in animal models, but there is no consensus regarding its efficacy in humans. We conducted a systematic review, which included searches in nine scholarly databases and six clinical trial registries, and identified randomized controlled clinical trials whereby resveratrol was used as an adjunct to pharmaceutical interventions in T2DM. Meta-analysis on clinical parameters was performed for available data. Of 764 articles originally identified, data from six unique datasets, examining a total of 196 T2DM patients (104 resveratrol, 92 control/placebo) ultimately met inclusion criteria. Statistically significant (p < 0.05) positive effects, indicating that resveratrol supplementation was more effective than placebo/control, were identified for systolic blood pressure, hemoglobin A1c, and creatinine, but not for fasting glucose, homeostatic model assessment of insulin resistance, diastolic blood pressure, insulin, triglycerides, LDL, or HDL cholesterol. No major adverse events were reported and side effects of resveratrol were not different than placebo/control. Though limitations in sample size and treatment duration preclude definitive changes in clinical practice, significant improvements in multiple cardiometabolic biomarkers and an excellent safety profile support resveratrol as a leading candidate as an adjunct to pharmacological management of T2DM.",Molecular nutrition & food research,2015,"Blood Pressure/drug effects; Cholesterol, HDL/blood; Cholesterol, LDL/blood; Creatinine/blood; Databases, Factual; Diabetes Mellitus, Type 2/*drug therapy; Dietary Supplements; Glycated Hemoglobin/metabolism; Humans; Insulin/blood; Randomized Controlled Trials as Topic; Resveratrol; Stilbenes/blood/*pharmacology; Triglycerides/blood",https://pubmed.ncbi.nlm.nih.gov/25138371/
40912359,Omega-3 fatty acid supplementation in solid organ transplant recipients: A systematic review and meta-analysis of randomized controlled trials.,"BACKGROUND: Omega-3 polyunsaturated fatty acids are known for anti-inflammatory and cardiovascular benefits, but their impact on solid organ transplant outcomes is unclear. OBJECTIVES: To assess the effects of omega-3 supplementation on clinical outcomes in solid organ transplant recipients. METHODS: A systematic review and meta-analysis of randomized controlled trials was conducted according to PRISMA guidelines. Databases including PubMed, Scopus, and Web of Science were searched through May 2025. Eligible studies were evaluated for transplant-related outcomes, with the primary outcome being graft rejection at 30-day, 3-month, and 1-year post-transplant. Secondary outcomes included changes in lipid profile, blood pressure, renal function, and infection rates. RESULTS: Sixteen trials involving 1,020 patients were included. Omega-3 supplementation did not result in a statistically significant reduction in rejection rates at 30 days, 3 months, or 1 year post-transplant. Diastolic blood pressure decreased significantly (Hedges' g = -0.72; 95 % CI: -1.31 to -0.13), and total cholesterol levels also declined (Hedges' g = -0.64; 95 % CI: -1.04 to -0.24), particularly in kidney transplant recipients. In heart transplant recipients, systolic blood pressure decreased significantly (Hedges' g = -1.03; 95 % confidence interval: -1.53 to -0.54). Effects on high- and low-density lipoproteins, triglycerides, glomerular filtration rate, and creatinine clearance were inconsistent and largely non-significant. A single study reported reduced sepsis rates in kidney recipients (log odds ratio = -1.16; 95 % confidence interval: -2.25 to -0.07). No significant impact was seen on calcineurin inhibitor toxicity. CONCLUSION: Omega-3 supplementation may have benefits for solid organ transplant recipients in terms of improving lipid profiles and reducing blood pressure. However, study heterogeneity and limited outcome data highlight the need for larger, standardized trials.",Clinical nutrition ESPEN,2025,"Humans; *Fatty Acids, Omega-3/administration & dosage; *Dietary Supplements; Randomized Controlled Trials as Topic; *Organ Transplantation; *Transplant Recipients; Graft Rejection/prevention & control; Blood Pressure/drug effects; Middle Aged",https://pubmed.ncbi.nlm.nih.gov/40912359/
41081933,The effect of intravenous iron supplementation compared to oral iron supplementation during pregnancy on neonatal outcomes-a systematic review of randomized controlled trials.,"Anemia and iron deficiency during pregnancy have been associated with preterm birth and neonatal complications. However, the evidence on whether intravenous or oral supplementation should be used has been conflicting. The aim was to assess the effectiveness of intravenous iron compared to oral iron supplementation on objective neonatal outcomes. We conducted a systematic review and meta-analysis of randomized controlled trials. Two databases were searched in November 2024 and the search was updated in February 2025. The main outcomes were the rate of preterm birth, stillbirths, and neonatal mortality. Random-effect meta-analysis was used to calculate risk ratios (RR) with 95% confidence intervals (CI). Evidence certainty was assessed according to GRADE. A total of 375 studies were screened and finally 15 were included. Seven studies with 8431 pregnancies analyzed the risk of preterm birth, and the risk appeared to be similar in both groups (RR 0.96, CI 0.86 to 1.07; moderate certainty evidence). Five studies with 8639 pregnancies analyzed the risk of stillbirth and found no difference (RR 0.85, CI 0.64 to 1.13; low certainty evidence). The neonatal mortality rate was 2.0% in the intravenous iron group, and 2.3% in the oral iron group (RR 0.90, CI 0.66 to 1.22; low certainty evidence). Cord hemoglobin levels were comparable between the study groups (mean difference 0.05 g/l, CI -0.33 to 0.24; low certainty evidence), and ferritin levels were slightly higher in the intravenous group (mean difference 19 microg/l, CI 0.5 to 38; low certainty evidence). CONCLUSIONS: Neonatal clinical outcomes did not differ between intravenous and oral iron supplementation treatment in pregnancy. A higher ferritin level in umbilical cord blood was found in the intravenous iron supplementation group, but the clinical relevance of this difference is unknown. Based on the results of this study, oral iron supplementation is a sufficient way to treat maternal iron deficiency, when focusing on objective neonatal outcomes. TRIAL REGISTRATION: PROSPERO 2024 CRD42024615533 Available from: https://www.crd.york.ac.uk/prospero/display_record.php?ID=CRD42024615533 . WHAT IS KNOWN: * Iron-deficiency anemia during pregnancy is associated with preterm birth and neonatal complications. * Intravenous iron increases maternal hemoglobin faster than oral iron, but benefits for neonatal outcomes have been unclear. WHAT IS NEW: * This systematic review and meta-analysis shows that neonatal outcomes-including preterm birth, stillbirth, and mortality-do not differ between intravenous and oral iron supplementation. * Intravenous iron yields higher cord ferritin, but its clinical relevance remains uncertain.",European journal of pediatrics,2025,"Humans; Pregnancy; Female; Infant, Newborn; Administration, Oral; Randomized Controlled Trials as Topic; *Dietary Supplements; *Anemia, Iron-Deficiency/drug therapy; *Iron/administration & dosage; *Premature Birth/epidemiology/prevention & control; Administration, Intravenous; Infant Mortality; Stillbirth/epidemiology; *Pregnancy Complications, Hematologic/drug therapy; Pregnancy Outcome",https://pubmed.ncbi.nlm.nih.gov/41081933/
40572756,Value of Probiotics on Outcome in Patients Following Liver Surgery: A Systematic Review and Meta-Analysis.,"Background and Objectives: The gut-liver axis plays a crucial role in the development of post-surgical infections. Surgery-induced dysbiosis can lead to increased bacterial translocation, impairing the liver's detoxification capacity and negatively affecting surgical outcomes. Following liver surgery, approximately a third of the patients develop bacterial infections, with a high risk of bacteremia or even sepsis-related liver failure and death. The potential advantages of administering pro- or synbiotics before/after surgery remain a topic of discussion. Therefore, a systematic review of randomized clinical trials comparing patients with and without supplementation and their outcomes and effects after liver resection (LR) or liver transplantation (LT) was conducted. Materials and Methods: A computer-based search of electronic databases was conducted to gather randomized controlled trials (RCTs) that focused on probiotic/synbiotic use during the perioperative period for liver surgery patients. Two researchers independently screened the studies, extracted the data, evaluated the risk of bias, and performed a meta-analysis using RevMan Web. Results: Our research revealed 19 relevant randomized controlled studies that included a total of 1698 patients on the perioperative use of pro-/symbiotic administration in liver surgery. Eight studies were performed on liver transplantation (LT), and 11 studies were performed for liver resection (LR). The results of the meta-analysis demonstrated that the probiotic group exhibited lower rates of postoperative infectious complications (OR = 0.34; 95%CI 0.25 to 0.45; p < 0.0001), hospital stay duration (SMD = -0.13; 95%CI -0.25 to -0.00; p = 0.05), lower serum endotoxin levels (SMD = -0.39%CI -0.59 to -19; p < 0.0001), and white blood cell counts (SMD = -SMD = -0.35; 95%CI -0.56 to -0.13; p = 0.002) compared to the control group. Further, with regard to liver function, we observed significant postoperative differences in alanine aminotransferase (ALT)-levels (SMD = -0.46; 95%CI -0.63 to -0.29; p < 0.0001), aspartate aminotransferase (AST) levels (SMD = -0.53; 95%CI -0.71 to -0.34; p < 0.0001), bilirubin levels (SMD = -0.35; 95%CI -0.50 to -0.19; p < 0.0001), and international ratio (INR) levels (SMD = -0.1; 95%CI -0.12 to -0.08; p </= 0.0001), favoring the symbiotic group compared to the control group. Conclusions: The use of pro-/synbiotics during the perioperative period reduces the risk of postoperative infections, support postoperative liver function, and recovery and shortens hospital stays for liver surgery patients. However, they do not appear to particularly aid in inflammation reduction.","Medicina (Kaunas, Lithuania)",2025,Humans; Hepatectomy/adverse effects/methods; Liver/surgery; Liver Transplantation/adverse effects/methods; Postoperative Complications/prevention & control; *Probiotics/therapeutic use; Randomized Controlled Trials as Topic,https://pubmed.ncbi.nlm.nih.gov/40572756/
37261916,"Natural history of retinitis pigmentosa based on genotype, vitamin A/E supplementation, and an electroretinogram biomarker.","BACKGROUNDA randomized clinical trial from 1984 to 1992 indicated that vitamin A supplementation had a beneficial effect on the progression of retinitis pigmentosa (RP), while vitamin E had an adverse effect.METHODSSequencing of banked DNA samples from that trial provided the opportunity to determine whether certain genotypes responded preferentially to vitamin supplementation.RESULTSThe genetic solution rate was 587 out of 765 (77%) of sequenced samples. Combining genetic solutions with electroretinogram outcomes showed that there were systematic differences in severity and progression seen among different genetic subtypes of RP, extending findings made for USH2A, RHO, RPGR, PRPF31, and EYS. Baseline electroretinogram 30-Hz flicker implicit time was an independent, strong predictor of progression rate. Using additional data and baseline implicit time as a predictor, the deleterious effect of vitamin E was still present. Surprisingly, the effect of vitamin A progression in the cohort as a whole was not detectable, with or without data from subsequent trials. Subgroup analyses are also discussed.CONCLUSIONOverall, genetic subtype and implicit time have significant predictive power for a patient's rate of progression, which is useful prognostically. While vitamin E supplementation should still be avoided, these data do not support a generalized neuroprotective effect of vitamin A for all types of RP.TRIAL REGISTRATIONClinicalTrials.gov NCT00000114, NCT00000116, and NCT00346333.FUNDINGFoundation Fighting Blindness and the National Eye Institute: R01 EY012910, R01 EY031036, R01 EY026904, and P30 EY014104.",JCI insight,2023,Humans; *Vitamin A; *Retinitis Pigmentosa/drug therapy/genetics; Vitamin E; Genotype; Dietary Supplements; Eye Proteins/genetics,https://pubmed.ncbi.nlm.nih.gov/37261916/
27395329,Feeding the brain - The effects of micronutrient interventions on cognitive performance among school-aged children: A systematic review of randomized controlled trials.,"BACKGROUND & AIMS: Micronutrients are essential for brain development with deficiencies in specific nutrients linked to impaired cognitive function. Interventions are shown to be beneficial to children's mental development, particularly in subjects who were micronutrient-deficient at baseline but results on healthy subjects remain inconsistent. This systematic review evaluated the effect of micronutrient inventions on different cognitive domains. Studies conducted in both developing and developed countries, and trials that investigate the effect of both single and multiple micronutrient intervention were reviewed. METHODS: Systematic searches of Medline, CINAHL Plus and Academic Search database were undertaken to identify trials published after year 2000. Randomized controlled trials (RCTs) that evaluate the effect of micronutrients on cognitive performance or academic performance among children aged 4-18 years were included. RESULTS: 19 trials were identified from 18 articles. The major cognitive outcomes assessed included fluid intelligence, crystallized intelligence, short-term memory, long-term memory, cognitive processing speed, attention and concentration, and school performance. Eight of ten trials assessing fluid intelligence reported significant positive effects of micronutrient supplementation among micronutrient-deficient children, especially those who were iron-deficient or iodine-deficient at baseline. The effects of micronutrient interventions on other domains were inconsistent. CONCLUSION: Improvement in fluid intelligence among micronutrient-deficient children was consistently reported. Further research is needed to provide more definite evidence on the beneficial effects of micronutrient inventions on other cognitive domains and the effects in healthy subjects.","Clinical nutrition (Edinburgh, Scotland)",2017,"Academic Performance; Adolescent; Adolescent Development; Child; Child Development; *Child Nutritional Physiological Phenomena; Child, Preschool; Cognition Disorders/etiology/*prevention & control; Deficiency Diseases/diet therapy/physiopathology/prevention & control; *Dietary Supplements; *Global Health; Humans; Intelligence; Memory Disorders/etiology/*prevention & control; Micronutrients/*therapeutic use",https://pubmed.ncbi.nlm.nih.gov/27395329/
11110875,Multivitamin/mineral supplementation improves plasma B-vitamin status and homocysteine concentration in healthy older adults consuming a folate-fortified diet.,"Elevated homocysteine has been identified as an independent risk factor for cardiovascular and cerebrovascular disease. Although multivitamin use has been associated with low plasma homocysteine concentrations in several observational studies, no clinical trials have been conducted using multivitamin/mineral supplements to lower homocysteine. We determined whether a multivitamin/mineral supplement formulated at about 100% Daily Value will further lower homocysteine concentration and improve B-vitamin status in healthy older adults already consuming a diet fortified with folic acid. In this randomized, double-blind, placebo-controlled trial, 80 free-living men and women aged 50-87 y with total plasma homocysteine concentrations of > or =8 micromol/L received either a multivitamin/mineral supplement or placebo for 56 d while consuming their usual diet. After the 8-wk treatment, subjects taking the supplement had significantly higher B-vitamin status and lower homocysteine concentration than controls (P: < 0.01). Plasma folate, pyridoxal phosphate (PLP) and vitamin B-12 concentrations were increased 41.6, 36.5 and 13.8%, respectively, in the supplemented group, whereas no changes were observed in the placebo group. The mean homocysteine concentration decreased 9.6% in the supplemented group (P: < 0.001) and was unaffected in the placebo group. There were no significant changes in dietary intake during the intervention. Multivitamin/mineral supplementation can improve B-vitamin status and reduce plasma homocysteine concentration in older adults already consuming a folate-fortified diet.",The Journal of nutrition,2000,"Aged; Aged, 80 and over; Aging/metabolism; Cardiovascular Diseases/diet therapy/prevention & control; Cerebrovascular Disorders/diet therapy/prevention & control; *Dietary Supplements; Double-Blind Method; Female; Folic Acid/administration & dosage/analysis; Food, Fortified; Homocysteine/*blood/drug effects; Humans; Male; Middle Aged; Minerals/*administration & dosage",https://pubmed.ncbi.nlm.nih.gov/11110875/
40804320,The impact of almond supplementation on oxidative stress biomarkers: a systematic review and meta-analysis of randomized control trials.,"Oxidative stress, an imbalance between reactive oxygen species and antioxidants, contributes to chronic diseases. Almonds, rich in vitamin E, polyphenols, and monounsaturated fats, exhibit antioxidant potential, though their overall effects on oxidative biomarkers are unclear. This systematic review and meta-analysis evaluate almond supplementation's impact on these biomarkers in adults. Following PRISMA guidelines, PubMed, Scopus, and Web of Science were searched up to January 2025. Randomised controlled trials (RCTs) and crossover trials assessing biomarkers of antioxidant and oxidation status (e.g., malondialdehyde [MDA], superoxide dismutase [SOD], glutathione peroxidase [GPx], 8-hydroxy-2'-deoxyguanosine [8-OHdG], uric acid [UA]) were included. Risk of bias was evaluated using the Cochrane Tool, and random-effects models calculated weighted mean differences (WMDs) with 95% confidence intervals (CIs). Eight studies (5 RCTs, 3 crossover trials; n = 424) were included. Almond doses of > 60 g/day significantly reduced MDA (WMD = -0.46, p = 0.002), 8-OHdG (WMD = -5.83, p < 0.001), and UA (WMD = -0.64, p = 0.009), while increasing SOD (WMD = 2.02, p = 0.008). No effect was found for GPx (p = 0.270). High heterogeneity (I(2) = 92-96%) indicated variability in study design, dosage, and population. Almond supplementation (> 60 g/day) significantly improves oxidation status by reducing MDA, 8-OHdG, and UA while enhancing SOD activity. These findings support almonds as a functional food for oxidation management. However, high heterogeneity underscores the need for standardized trials to confirm optimal dosage, duration, and conditions. Trial registration: Prospero-CRD42025646264.",Scientific reports,2025,*Oxidative Stress/drug effects; *Prunus dulcis/chemistry; Humans; *Biomarkers/metabolism; *Dietary Supplements; Randomized Controlled Trials as Topic; Antioxidants/metabolism; Superoxide Dismutase/metabolism,https://pubmed.ncbi.nlm.nih.gov/40804320/
40580309,Effects of resveratrol supplementation on renal function in adults: a systematic review and dose-response meta-analysis.,"The influence of resveratrol on renal function was previously examined; nevertheless, the findings are inconsistent. Therefore, this systematic review and dose-response meta-analysis was performed to evaluate the effect of resveratrol on renal function. A comprehensive search was performed in Web of Science, PubMed, Scopus, and Google Scholar up to March 1(st), 2025. Randomized controlled trials (RCTs) that investigated the effect of resveratrol supplementation on the urea, uric acid, blood urea nitrogen (BUN), albumin, total protein, glomerular filtration rate (GFR), and creatinine (Cr) were included. A total of 2299 participants from 31 studies were included. Meta-analysis of studies indicated that resveratrol supplementation in comparison to placebo had favorable effects on the values of BUN [weighted mean difference (WMD) =  - 1.20; 95% CI: - 1.89, - 0.51 mg/dL; I(2) = 84.6%; 95% CI: 77, 90%; Tau(2) = 1.41; P < 0.001]. Based on the subgroup analysis, significant improvement was seen in Cr and GFR in the subgroup of participants without diabetes. Additionally, resveratrol supplementation for more than 8 weeks or at doses higher than 500 mg/d significantly elevated GFR and total protein values, respectively. However, the circulating values of albumin and uric acid were not affected by resveratrol supplementation. Although dose-response analysis was conducted for dosage and duration of intervention, no significant results were found. Resveratrol supplementation might improve GFR, BUN, creatinine, and total protein concentrations in adults. However, it did not significantly affect the circulating values of albumin and uric acid.",Naunyn-Schmiedeberg's archives of pharmacology,2025,"Humans; *Resveratrol/administration & dosage/pharmacology; *Kidney/drug effects/physiology; *Dietary Supplements; Glomerular Filtration Rate/drug effects; Dose-Response Relationship, Drug; Adult; Randomized Controlled Trials as Topic; Blood Urea Nitrogen; Creatinine/blood; Uric Acid/blood",https://pubmed.ncbi.nlm.nih.gov/40580309/
39992592,Effect of Zataria multiflora supplementation on pro- or anti-inflammatory markers: a systematic review and meta-analysis of randomized placebo-controlled trials.,"The aim of this study was to investigate the effectiveness of Zataria multiflora and carvacrol supplementation on inflammatory markers (IL-2, IL-4, IL-5, IL-6, TNF-alpha, IL-8, IL-10, interferon gamma (IFN-gamma), C-reactive protein (CRP), monocyte chemotactic protein 1 (MCP-1), epidermal growth factor (EGF), and vascular endothelial growth factor (VEGF)) by conducting a systematic review and meta-analysis of randomized controlled trials (RCTs).The exploration of literature was conducted until August 2024 on databases like PubMed/Medline, Web of Science, Scopus, Cochrane CENTRAL, and Google Scholar. The current study incorporated trial studies examining how oral supplements of Zataria multiflora and carvacrol impact concentrations of inflammatory markers. By utilizing a random effects model, the mean differences (SMD) and 95% confidence intervals (CI) were pooled for analysis of the results. The Cochrane Q and I(2) values were used to evaluate heterogeneity. The meta-analysis included ten cases, with 562 participants in the Zataria multiflora group and 700 in the control group. A significant decrease in the levels of various cytokines including IL-2, IL-4, IL-5, IL-6, IL-8, CRP, EGF, VEGF, and MCP-1 was observed with the consumption of Zataria multiflora along with a noteworthy increase in both IFN-gamma and IL-10. However, TNF-alpha levels remained unaffected by the intervention involving Zataria multiflora and carvacrol. It should be noted that limitations of this study include the fact that it draws from research in Iran, encompasses a range of different diseases, and overlooks potential confounders like smoking, physical activity, and diet. In summary, the results suggested that Zataria multiflora and carvacrol can be beneficial for reducing inflammation.",Inflammopharmacology,2025,Humans; Randomized Controlled Trials as Topic/methods; Biomarkers/metabolism; *Inflammation/drug therapy/metabolism; *Dietary Supplements; *Anti-Inflammatory Agents/pharmacology/administration & dosage; *Lamiaceae/chemistry; *Plant Extracts/pharmacology; Cymenes/pharmacology; Cytokines/metabolism,https://pubmed.ncbi.nlm.nih.gov/39992592/
24885361,The impact of omega-3 polyunsaturated fatty acid supplementation on the incidence of cardiovascular events and complications in peripheral arterial disease: a systematic review and meta-analysis.,"BACKGROUND: Individuals with peripheral arterial disease are at higher risk for cardiovascular events than the general population. While supplementation with omega-3 polyunsaturated fatty acids (PUFA) has been shown to improve vascular function, it remains unclear if supplementation decreases serious clinical outcomes. We conducted a systematic review and meta-analysis to determine whether omega-3 PUFA supplementation reduces the incidence of cardiovascular events and complications in adults with peripheral arterial disease. METHODS: We searched five electronic databases (MEDLINE, EMBASE, CENTRAL, Scopus and the International Clinical Trials Registry Platform) from inception to 6 December 2013 to identify randomized trials of omega-3 PUFA supplementation (from fish or plant oils) that lasted >/=12 weeks in adults with peripheral arterial disease. No language filters were applied. Data on trial design, population characteristics, and health outcomes were extracted. The primary outcome was major adverse cardiac events; secondary outcomes included myocardial infarction, cardiovascular death, stroke, angina, amputation, revascularization procedures, maximum and pain-free walking distance, adverse effects of the intervention, and quality of life. Trial quality was assessed using the Cochrane Risk of Bias tool. RESULTS: Of 741 citations reviewed, we included five trials enrolling 396 individuals. All included trials were of unclear or high risk of bias. There was no evidence of a protective association of omega-3 PUFA supplementation against major adverse cardiac events (pooled risk ratio 0.73, 95% CI 0.22 to 2.41, I2 75%, 2 trials, 288 individuals) or other serious clinical outcomes. Adverse events and compliance were poorly reported. CONCLUSIONS: Our results showed that insufficient evidence exists to suggest a beneficial effect of omega-3 PUFA supplementation in adults with peripheral arterial disease with regard to cardiovascular events and other serious clinical outcomes.",BMC cardiovascular disorders,2014,"Cerebrovascular Disorders/etiology/mortality/*prevention & control; Chi-Square Distribution; *Dietary Supplements; Evidence-Based Medicine; Fatty Acids, Omega-3/*therapeutic use; Heart Diseases/etiology/mortality/*prevention & control; Humans; Incidence; Odds Ratio; Peripheral Arterial Disease/complications/*drug therapy/mortality; Protective Factors; Risk Factors; Treatment Outcome",https://pubmed.ncbi.nlm.nih.gov/24885361/
25070054,The effect of fiber supplementation on irritable bowel syndrome: a systematic review and meta-analysis.,"OBJECTIVES: Fiber has been used for many years to treat irritable bowel syndrome (IBS). This approach had fallen out of favor until a recent resurgence, which was based on new randomized controlled trial (RCT) data that suggested it might be effective. We have previously conducted a systematic review of fiber in IBS, but new RCT data for fiber therapy necessitate a new analysis; thus, we have conducted a systematic review of this intervention. METHODS: MEDLINE, EMBASE, and the Cochrane Controlled Trials Register were searched up to December 2013. Trials recruiting adults with IBS, which compared fiber supplements with placebo, control therapy, or ""usual management"", were eligible. Dichotomous symptom data were pooled to obtain a relative risk (RR) of remaining symptomatic after therapy as well as number needed to treat (NNT) with a 95% confidence interval (CI). RESULTS: We identified 14 RCTs involving 906 patients that had evaluated fiber in IBS. There was a significant benefit of fiber in IBS (RR=0.86; 95% CI 0.80-0.94 with an NNT=10; 95% CI=6-33). There was no significant heterogeneity between results (I(2)=0%, Cochran Q=13.85 (d.f.=14), P=0.46). The benefit was only seen in RCTs on soluble fiber (RR=0.83; 95% CI 0.73-0.94 with an NNT=7; 95% CI 4-25) with no effect seen with bran (RR=0.90; 95% CI 0.79-1.03). CONCLUSIONS: Soluble fiber is effective in treating IBS. Bran did not appear to be of benefit, although we did not uncover any evidence of harm from this intervention, as others have speculated from uncontrolled data.",The American journal of gastroenterology,2014,Dietary Fiber/*therapeutic use; *Dietary Supplements; Humans; Irritable Bowel Syndrome/*diet therapy; Randomized Controlled Trials as Topic,https://pubmed.ncbi.nlm.nih.gov/25070054/
41135909,Impact of vitamin D supplementation on short- and long-term mortality in sepsis: A systematic review and meta-analysis.,"OBJECTIVE: This systematic review and meta-analysis evaluated the impact of vitamin D supplementation on sepsis outcomes, focusing on short- and long-term mortality. METHODS: A comprehensive search of PubMed, EMBASE, Cochrane Library, and Web of Science was conducted for studies published up to February 10, 2025. Eligible studies enrolled patients with sepsis who received vitamin D supplementation and reported mortality outcomes, including 28-day, 90-day, or in-hospital mortality. Case reports, reviews, and studies with incomplete data were excluded. Data extraction and quality assessment were performed independently by two reviewers using the Cochrane Risk of Bias Tool and the Newcastle-Ottawa Scale. Meta-analysis was performed with Review Manager 5.3 and Stata 15, employing random-effects models. Publication bias was assessed with funnel plots and Egger's test, while the quality of evidence was graded using the GRADE system. RESULTS: Five studies encompassing 42,915 patients met the inclusion criteria, including one randomized controlled trial and four large cohort studies. Pooled results demonstrated that vitamin D supplementation was may associated with reduction in 28-day mortality (OR: 0.59, 95 % CI: 0.51-0.69, P < 0.0001), 90-day mortality (OR: 0.56, 95 % CI: 0.46-0.68, P < 0.00001), and in-hospital mortality (OR: 0.61, 95 % CI: 0.50-0.73, P < 0.00001). Substantial heterogeneity was observed (I(2) = 64 %-78 %). No significant publication bias was detected. However, the overall quality of evidence was rated low due to inconsistency and imprecision. CONCLUSION: Vitamin D supplementation appears to reduce mortality in critically ill patients with sepsis. Nevertheless, the low certainty of evidence highlights the need for well-designed, large-scale randomized controlled trials to confirm these findings and guide clinical practice.",Respiratory medicine,2025,Humans; *Sepsis/mortality/drug therapy; *Vitamin D/therapeutic use/administration & dosage; *Dietary Supplements; Hospital Mortality; *Vitamins/therapeutic use,https://pubmed.ncbi.nlm.nih.gov/41135909/
